Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
Himatsingka Seide,https://scanx.trade/company/himatsingka-seide-ltd,115.34,0.37%,114.9,"2,26,636","1,450.31",16.79,25.18,207.95,107.68,-3.42%,-8.01%,-40.31%,41.09%,-19.51%,0.69,0.22%,-4.42%,9.53%,10.59,119.85,135.87,43.88,61.74%,75.00%
Mahamaya Steel Industries,https://scanx.trade/company/mahamaya-steel-industries-ltd,882.2,-5.00%,944.7,"7,928","1,449.84",151.15,25.38,950,179.53,25.72%,115.25%,358.48%,1302.54%,807.61%,10.03,-,-,8.44%,-,720.04,425.91,67.6,-,-
Antony Waste Handling Cell,https://scanx.trade/company/antony-waste-handling-cell-ltd,510.25,-2.25%,521.8,"1,90,304","1,448.20",14.23,41.09,693,408.05,12.16%,-11.84%,-17.79%,71.69%,25.26%,2.15,-,13.71%,13.55%,30.11,486.37,554.81,58.92,50.00%,100.00%
Monte Carlo Fashions,https://scanx.trade/company/monte-carlo-fashions-ltd,698,-0.58%,705.7,"28,661","1,447.10",16.87,25.18,900,518.05,-13.09%,1.67%,-17.84%,8.95%,186.24%,1.75,2.84%,17.07%,14.92%,28.7,731.44,630.62,41.84,50.00%,-
Laxmi Goldrona House,https://scanx.trade/company/laxmi-goldrona-house-ltd,288.7,3.81%,278.1,"1,56,846","1,446.17",119.87,15.55,654.85,192.75,7.20%,-26.15%,40.88%,2822.06%,5441.27%,21.42,-,-,16.63%,-,278.48,283.89,55.02,-,-
GOCL Corporation,https://scanx.trade/company/gulf-oil-corporation-ltd,290.05,-0.84%,291.05,"34,247","1,437.85",1.07,64.82,417.5,245,-3.73%,-19.25%,-20.50%,-15.40%,48.21%,0.52,3.42%,14.98%,8.43%,15.79,321.98,331.09,39.14,50.00%,-
Shriram Properties,https://scanx.trade/company/shriram-properties-ltd,84.39,-1.93%,85.95,"2,71,925","1,437.61",16.39,-2.85,113.19,63.13,-2.81%,-11.48%,-18.98%,14.19%,-15.27%,1.06,-,5.69%,13.50%,4.43,88.59,87.75,42.82,50.00%,70.00%
JNK India,https://scanx.trade/company/jnk-india-ltd,256.33,12.61%,228.77,"43,67,713","1,434.27",42.1,38.24,668.95,210.71,1.36%,-11.64%,-58.98%,-63.09%,-63.09%,2.45,0.13%,-,11.24%,-,261.66,312.86,59.68,50.00%,-
Finkurve Financial Services,https://scanx.trade/company/finkurve-financial-services-ltd,102.38,-1.38%,104.01,"6,294","1,433.52",73.13,-3.94,134.9,99,-3.78%,-10.25%,-10.25%,-10.25%,-10.25%,8.32,-,-,16.39%,-,108.59,-,48,-,-
HMA Agro Industries,https://scanx.trade/company/hma-agro-industries-ltd,28.62,-0.49%,28.99,"1,42,388","1,433.20",11.66,18.01,41.69,27.6,-6.53%,-10.95%,-27.80%,-51.14%,-51.14%,1.67,1.04%,24.97%,17.71%,2.01,30.18,31.4,35.75,50.00%,-
Tinna Rubber and Infrastructure,https://scanx.trade/company/tinna-rubber-and-infrastructure-ltd,794.35,-1.76%,818,"13,016","1,431.08",33.7,41.09,"1,088.85",765,-2.68%,-19.01%,-22.21%,-22.21%,-22.21%,5.37,0.47%,-,29.11%,-,872.68,-,39.02,50.00%,-
Laxmi Dental,https://scanx.trade/company/laxmi-dental-ltd,259.5,-1.35%,261.1,"54,378","1,426.27",55.65,-84.21,584,244.3,-11.31%,-21.14%,-52.87%,-52.87%,-52.87%,6.3,-,-,16.33%,-,292,367.45,38.36,65.00%,-
Solex Energy,https://scanx.trade/company/solex-energy-ltd,"1,310.60",-2.72%,"1,333.70","51,746","1,415.77",34.01,2.59,"1,985.00",630.9,-29.32%,-17.08%,-8.82%,376.67%,4845.66%,9.06,0.04%,-,28.86%,-,"1,584.96","1,284.35",27.51,-,-
Arihant Superstructures,https://scanx.trade/company/arihant-superstructures-ltd,326.65,4.05%,313.05,"1,45,996","1,412.76",21.76,-2.85,553.6,303,-8.55%,-19.15%,-26.14%,61.99%,953.71%,3.88,0.45%,20.38%,9.86%,12.4,367.4,388.65,44.88,50.00%,-
IKIO Technologies,https://scanx.trade/company/ikio-lighting-ltd,182.76,-0.60%,183.86,"39,713","1,412.38",69.73,2.59,304,166,-1.78%,-17.25%,-28.02%,-58.97%,-58.97%,2.47,-,10.96%,8.59%,7.65,193.84,212.03,47.45,50.00%,-
Aurum PropTech,https://scanx.trade/company/aurum-ltd,185.56,-1.92%,188.24,"68,018","1,412.29",-36.82,40.47,264.8,144.4,13.61%,12.45%,-15.16%,60.66%,1893.13%,2.8,-,-,-3.07%,-,171.91,179.73,67.04,50.00%,-
Suraksha Diagnostic,https://scanx.trade/company/suraksha-diagnosticltd,270.95,-0.24%,271.5,"13,555","1,411.13",45.41,-84.21,404.2,231,-8.07%,-12.62%,-31.85%,-35.06%,-35.06%,6.14,-,-,17.12%,-,297.29,303.85,32.95,65.00%,-
Orient Technologies,https://scanx.trade/company/orient-technologies-ltd,336.7,0.73%,336.9,"1,13,354","1,402.08",27.66,40.47,674.85,294.2,-5.28%,-7.56%,-25.08%,11.34%,11.34%,3.91,0.54%,-,20.41%,-,388.83,356.04,41.43,60.00%,-
GPT Infraprojects,https://scanx.trade/company/gpt-infraprojects-ltd,110.12,-2.41%,112.4,"3,14,072","1,391.53",15.87,-2.85,149.8,84.48,1.72%,-7.62%,-17.45%,313.52%,497.50%,2.6,2.67%,-,21.01%,-,107.13,119.53,54.87,50.00%,-
JG Chemicals,https://scanx.trade/company/jg-chemicals-ltd,354.95,-2.65%,364,"53,216","1,390.91",21.93,205.33,558,280.45,-11.74%,-15.81%,-14.98%,92.07%,92.07%,2.89,0.27%,26.60%,19.08%,11.24,397.07,404.54,37.49,60.00%,-
Igarashi Motors,https://scanx.trade/company/igarashi-motors-india-ltd,441.75,0.47%,437.5,"27,798","1,390.41",90.44,2.59,765,401.05,2.71%,-14.32%,-37.94%,11.36%,33.08%,2.97,0.57%,2.14%,8.99%,5.18,467.38,496.64,47.39,50.00%,-
RACL Geartech,https://scanx.trade/company/racl-geartech-ltd,"1,178.30",10.04%,"1,079.00","2,45,572","1,388.99",37.97,176.6,"1,347.80",658.05,11.47%,27.51%,38.86%,38.97%,38.97%,3.9,-,-,18.06%,-,"1,067.33",944.67,69.62,50.00%,-
Platinum Industries,https://scanx.trade/company/platinum-industries-ltd,252.85,-3.01%,260.7,"1,19,084","1,388.78",34.21,205.33,444,225,-7.58%,-22.02%,-41.79%,14.31%,14.31%,3.5,-,52.52%,17.39%,9.06,266.52,273.87,45.05,50.00%,-
Manaksia Coated Metals & Ind,https://scanx.trade/company/manaksia-coated-metals-ind-ltd,130.68,-1.35%,132.5,"81,805","1,383.04",36.88,25.38,182.82,72.2,-1.35%,-8.22%,25.80%,651.03%,1766.86%,4.18,0.03%,-,17.30%,-,144.12,126.44,40.14,-,-
Alicon Castalloy,https://scanx.trade/company/alicon-castalloy-ltd,841.9,1.39%,826.2,"3,988","1,375.40",40.55,20.81,"1,065.00",597.15,-4.31%,-4.81%,-17.99%,-0.15%,151.50%,2.2,0.66%,10.54%,14.43%,43.55,880.07,832.74,45.2,50.00%,-
Shanti Gold International,https://scanx.trade/company/shanti-gold-international-ltd,188.37,-1.82%,191.87,"3,71,560","1,358.07",13.05,15.55,274.1,184.1,-10.25%,-15.58%,-17.88%,-17.88%,-17.88%,2.55,-,-,49.51%,-,211.22,-,37.51,-,70.00%
Syncom Formulations,https://scanx.trade/company/syncom-formulations-ltd,14.44,-1.43%,14.58,"14,77,427","1,357.36",21.91,25.01,23.49,14.1,-6.54%,-15.85%,-28.16%,46.60%,78.27%,3.65,-,-,18.75%,-,15.77,17.41,33.11,-,-
GNA Axles,https://scanx.trade/company/gna-axles-ltd,315.5,-0.43%,317.15,"26,634","1,354.47",12.95,176.6,427.7,271.05,4.40%,-2.22%,-22.02%,-4.34%,149.94%,1.44,0.95%,18.22%,15.60%,22.03,311.92,317.61,55.55,50.00%,-
ESAF Small Finance Bank,https://scanx.trade/company/esaf-small-finance-bank-ltd,26.25,0.08%,26.1,"2,61,403","1,353.22",-2.28,9.52,42.99,24.31,-0.72%,-9.20%,-31.75%,-61.98%,-61.98%,0.77,-,17.08%,4.11%,6.96,27.06,29.38,48.88,50.00%,-
Roto Pumps,https://scanx.trade/company/roto-pumps-ltd,71.67,1.76%,70.6,"33,91,621","1,350.59",46.07,53.84,109.5,56.25,26.45%,-10.00%,-27.80%,96.25%,90.81%,5.8,0.38%,20.34%,20.51%,11.83,65.84,79.41,60.43,50.00%,-
Hester Biosciences,https://scanx.trade/company/hester-biosciences-ltd,"1,586.60",0.18%,"1,587.90","1,354","1,349.70",30.06,25.01,"2,496.50","1,242.95",-3.43%,-18.99%,-34.00%,-15.62%,-8.39%,3.96,0.44%,6.99%,9.90%,22.75,"1,639.71","1,771.52",39.61,50.00%,-
Orient Green Power,https://scanx.trade/company/orient-green-power-ltd,11.49,-4.01%,11.97,"73,25,379","1,347.80",19.64,9.9,17.3,10.96,-11.34%,-16.50%,-32.65%,17.73%,449.76%,1.18,-,4.91%,7.00%,0.25,12.88,13.26,29.5,50.00%,-
SBC Exports,https://scanx.trade/company/sbc-exports-ltd,28.29,-0.42%,28.31,"1,09,71,621","1,347.14",60.47,25.18,28.75,10.95,8.39%,31.46%,56.56%,331.25%,1396.83%,19.18,-,19.67%,30.65%,0.43,25.8,18.71,67.07,50.00%,60.00%
Quadrant Future Tek,https://scanx.trade/company/quadrant-future-tek-ltd,336.65,-3.02%,345,"25,77,099","1,346.60",-,22.62,744,248.55,9.48%,-19.40%,-24.18%,-24.18%,-24.18%,-,-,-,-5.71%,-,315.29,425.14,61.26,50.00%,70.00%
Balaji Telefilms,https://scanx.trade/company/balaji-telefilms-ltd,111.84,-4.89%,117.53,"3,80,580","1,337.48",19.87,11.32,141.32,49.02,-4.91%,-16.65%,35.32%,155.93%,74.21%,2.18,-,-,-1.04%,-,114.4,95.41,51.09,-,-
Shree Digvijay Cement Company,https://scanx.trade/company/shree-digvijay-cement-company-ltd,90.11,-0.08%,90.18,"3,34,333","1,332.45",35.43,30.98,107.7,63.55,-0.07%,0.61%,6.60%,31.16%,56.71%,3.64,1.67%,23.01%,7.90%,5.55,90.2,83.76,50.09,50.00%,-
Bajaj HealthCare,https://scanx.trade/company/bajaj-healthcare-ltd,420,-1.44%,424,"1,31,744","1,326.50",29.34,17.31,745,393.45,-1.64%,-17.20%,-25.97%,-0.12%,15.72%,2.76,0.23%,11.70%,13.18%,10.38,436.58,504.55,47.95,50.00%,70.00%
Andhra Paper,https://scanx.trade/company/andhra-pradesh-paper-mills-ltd,66.63,-0.89%,67.77,"80,313","1,324.94",65.33,160.41,97.79,64.67,-1.45%,-15.41%,-30.99%,-17.77%,58.95%,0.69,1.49%,17.95%,6.24%,62.58,71.32,75.78,36.31,60.00%,-
Apollo Pipes,https://scanx.trade/company/apollo-pipes-ltd,300.6,-2.08%,307,"42,517","1,324.09",55.05,29.01,494.95,277.15,0.75%,-20.56%,-37.06%,-38.24%,35.75%,1.72,0.22%,22.15%,5.99%,10.31,304.22,375.23,49.59,50.00%,-
Renaissance Jewellery,https://scanx.trade/company/renaissance-global-ltd,123.19,-1.61%,125.1,"6,15,379","1,321.68",18.26,15.55,207.4,103.01,0.83%,4.42%,-30.39%,31.82%,115.22%,0.93,-,6.41%,8.71%,7.67,130.85,122.66,41.2,50.00%,-
Jagsonpal Pharmaceuticals,https://scanx.trade/company/jagsonpal-pharmaceuticals-ltd,197.1,-1.49%,199.2,"32,507","1,313.30",21.71,17.31,301.65,192.85,-1.12%,-16.20%,-22.60%,33.65%,598.44%,5.32,1.23%,16.82%,28.06%,8.61,210.19,226.65,40.54,50.00%,-
Updater Services,https://scanx.trade/company/uds.ltd,195.87,-1.49%,198,"1,07,577","1,311.41",11.57,41.09,388.2,164.18,4.69%,-22.52%,-48.39%,-31.01%,-31.01%,1.31,-,7.83%,14.15%,12.24,199.08,260.99,59.65,50.00%,-
Everest Kanto Cylinder,https://scanx.trade/company/everest-kanto-cylinder-ltd,116.75,1.08%,116,"1,14,460","1,310.02",13.45,13.6,195.87,103,-1.60%,-20.40%,-39.10%,7.75%,135.15%,1.01,0.61%,8.87%,10.78%,9.56,129.69,131.66,40.98,50.00%,70.00%
Ice Make Refrigeration,https://scanx.trade/company/ice-make-refrigeration-ltd,826.9,1.21%,825,"35,258","1,304.83",85.82,38.24,"1,088.75",575.15,21.46%,7.21%,7.19%,228.53%,697.01%,10.64,0.28%,25.64%,19.75%,15.54,722.95,788.2,71.69,50.00%,-
Hi-Tech Gears,https://scanx.trade/company/hitech-gears-ltd,693.9,0.56%,706,"3,817","1,304.06",46.65,176.6,897.45,515,-2.06%,-9.41%,-16.70%,163.09%,361.06%,2.68,0.70%,-,13.59%,-,732.84,683.14,50.38,-,-
Texmaco Infrastructure & Holdings,https://scanx.trade/company/texmaco-infrastructure-holdings-ltd,102.24,1.55%,100.8,"1,98,887","1,302.81","-2,520.00",-2.85,138,85.35,1.77%,8.24%,-19.60%,75.97%,146.06%,0.89,0.15%,0.48%,0.54%,0.42,100.83,99.89,48.51,50.00%,-
Raj Rayon Industries,https://scanx.trade/company/raj-rayon-industries-ltd,23.4,1.96%,23.24,"53,374","1,301.23",36.48,76.32,31.59,17.99,-2.74%,-17.46%,-0.97%,-35.36%,1633.33%,9.5,-,-11.88%,7.73%,0.07,23.58,25.14,55.38,-,-
Asian Energy Services,https://scanx.trade/company/asian-energy-services-ltd,290.25,-1.76%,295.5,"22,223","1,299.58",40.56,-127.61,418,215,-3.22%,-14.80%,-22.30%,320.04%,102.90%,2.97,0.34%,-22.28%,14.51%,7.82,311.87,311.74,46.41,50.00%,-
India Motor Parts & Accessories,https://scanx.trade/company/india-motor-parts-accessories-ltd,"1,040.50",0.30%,"1,046.70","1,454","1,298.54",16.53,176.6,"1,289.00",870.1,-0.17%,-2.10%,-17.57%,44.40%,77.57%,0.51,2.89%,3.57%,4.07%,61.63,"1,050.22","1,044.84",49.82,50.00%,-
Sigachi Industries,https://scanx.trade/company/sigachi-industries-ltd,33.95,-0.29%,34.39,"10,90,478","1,297.29",-24.18,17.31,59.59,30.51,0.56%,-18.31%,-33.60%,30.88%,-43.27%,2.57,0.29%,16.22%,15.84%,1.81,35.75,39.98,42.01,50.00%,60.00%
IFB Agro Industries,https://scanx.trade/company/ifb-agro-industries-ltd,"1,384.80",5.20%,"1,316.40","36,899","1,297.16",23.87,42.5,"1,640.00",440,-2.07%,64.41%,140.83%,165.85%,197.61%,1.89,-,-,5.81%,-,"1,312.46",837.1,56.38,-,-
Zuari Agro Chemicals,https://scanx.trade/company/zuari-agro-chemicals-ltd,307.85,-1.60%,312,"2,14,101","1,294.76",1.23,33.21,393.55,169.2,11.36%,6.93%,38.28%,106.61%,232.99%,0.52,-,26.21%,17.26%,31.68,278.27,252.95,57.72,50.00%,-
Centrum Capital,https://scanx.trade/company/centrum-capital-ltd,28.01,-1.55%,28.83,"1,36,275","1,287.28",-8.75,-3.94,41.9,22.4,-5.40%,-23.47%,-17.25%,17.69%,73.44%,2.9,-,-,7.82%,-,31.32,31.94,32.6,-,-
Rupa & Company,https://scanx.trade/company/rupa-company-ltd,161.63,-0.40%,162,"73,332","1,285.36",17.33,25.18,259.75,158.61,-5.81%,-21.67%,-35.95%,-41.63%,-32.63%,1.27,1.85%,5.89%,12.74%,9.9,180.65,197.02,31.24,50.00%,-
Walchandnagar Industries,https://scanx.trade/company/walchandnagar-industries-ltd,189.36,-3.14%,196,"8,83,721","1,284.36",-13.87,38.24,304,142.79,28.29%,-5.58%,-27.07%,180.95%,216.39%,3.81,-,-,-8.68%,-,169.43,190.69,58.85,-,-
Chaman Lal Setia Exports,https://scanx.trade/company/chaman-lal-setia-exp-ltd,257.6,-1.47%,260,"28,137","1,280.93",13.8,18.01,447.2,248.3,1.22%,-6.65%,-36.26%,107.49%,100.47%,1.91,0.96%,19.34%,18.35%,21.42,265.86,302.29,44.18,50.00%,-
Pashupati Cotspin,https://scanx.trade/company/pashupati-cotspin-ltd,811.45,0.20%,820,617,"1,280.79",102.39,17.79,860,508.1,0.05%,14.87%,59.51%,644.45%,1306.33%,7.98,0.06%,-,16.08%,-,807.87,700.46,47.76,-,-
Unicommerce eSolutions,https://scanx.trade/company/unicommerce-esolutions-ltd,114.99,-1.48%,117.2,"1,54,391","1,280.55",67.43,40.47,175.3,96.03,-8.25%,-21.86%,-32.76%,-45.26%,-45.26%,7.34,-,18.98%,28.26%,1.27,126.29,129.37,31.6,60.00%,-
Madras Fertilizers,https://scanx.trade/company/madras-fertilizers-ltd,79.07,1.71%,77.74,"1,77,741","1,273.83",15.75,33.21,107.06,66.5,3.78%,-10.29%,-18.38%,10.36%,294.36%,52.74,-,-64.56%,161.83%,3.06,78.37,85,58.19,50.00%,-
Danish Power,https://scanx.trade/company/danish-power-ltd,645.4,-2.36%,655,"16,050","1,270.90",22.6,2.59,"1,237.80",599.95,-9.97%,-26.93%,-42.94%,7.84%,7.84%,4.07,-,-,25.92%,-,738.05,882.62,40.35,-,-
Indo Rama Synthetics,https://scanx.trade/company/indo-rama-synthetics-india-ltd,48.54,-0.76%,48.91,"87,012","1,267.44",8.98,5.34,75,32,-3.69%,-10.89%,20.84%,-14.16%,29.96%,2.86,-,-,20.28%,-,56.22,49.02,41.7,-,-
NIIT,https://scanx.trade/company/niit-ltd,92.99,-0.91%,94,"7,36,600","1,267.29",39.44,29.97,204.2,85.5,-4.48%,-14.32%,-48.93%,35.65%,104.06%,1.2,1.06%,1.11%,5.47%,3.27,97.67,116.26,48.95,60.23%,75.00%
Kross,https://scanx.trade/company/kross-bikes-ltd,195.01,-2.08%,198.97,"5,06,915","1,258.00",25.94,176.6,237.6,150.06,22.04%,-11.33%,-10.02%,-24.94%,-24.94%,2.84,-,-,42.17%,-,175.83,182.41,63,50.00%,-
Advent Hotels International,https://scanx.trade/company/advent-hotels-international-ltd,233.1,-3.44%,243.8,"1,93,375","1,257.41",48.65,281.14,345.05,190.17,-0.49%,-29.07%,-29.07%,-29.07%,-29.07%,1.41,-,-,2.59%,-,-,-,41.36,-,-
Alldigi Tech,https://scanx.trade/company/allsec-technologies-ltd,820.9,0.11%,815,"3,357","1,250.91",17.51,40.47,"1,114.40",800,-1.45%,-10.61%,-15.59%,-25.26%,-25.26%,5.07,5.46%,26.07%,36.86%,43.71,861,926.46,40.02,50.00%,-
SPML Infra,https://scanx.trade/company/spml-infra-ltd,173.96,-0.25%,175,"77,227","1,247.11",26.77,-2.85,323.4,136.3,-9.48%,-33.49%,-33.06%,618.84%,1248.53%,1.55,-,-,6.94%,-,202.93,221.96,36.29,50.00%,-
Diffusion Engineers,https://scanx.trade/company/diffusion-engineers-ltd,332.95,0.29%,328.15,"74,633","1,246.11",29.15,13.96,418.2,231.85,9.45%,-11.79%,-1.86%,63.88%,63.88%,3.22,0.45%,-,13.08%,-,334.59,319,58.81,50.00%,-
SRM Contractors,https://scanx.trade/company/srm-contractors-ltd,539.75,0.57%,539.4,"43,699","1,238.41",16.9,-2.85,649.95,287.05,-7.50%,-3.40%,40.07%,138.83%,138.83%,4.12,-,-,28.20%,-,564.02,465.87,46.69,0.00%,-
Reliance Industrial Infrastructure,https://scanx.trade/company/reliance-industrial-infrastructure-ltd,817.45,0.29%,815.1,"81,920","1,234.35",101.62,41.09,"1,259.70",726.45,-4.05%,-9.08%,-22.48%,-6.16%,108.93%,2.61,0.43%,2.83%,2.85%,8.87,861.83,885,40.74,50.00%,70.00%
Western Carriers,https://scanx.trade/company/western-carriers-india-ltd,120.92,-2.24%,122.94,"96,576","1,232.84",26.91,41.09,147.29,65.1,3.99%,-13.02%,9.20%,-24.16%,-24.16%,1.49,-,-,12.77%,-,123.59,110.31,46.88,50.00%,-
Shree Pushkar Chemicals,https://scanx.trade/company/shree-pushkar-chemicals-ltd,380.85,-1.67%,388.4,"14,211","1,231.58",17.42,-67.35,476,220.5,-2.97%,-16.23%,20.94%,118.69%,213.20%,2.16,0.52%,-,12.34%,-,398.41,344.62,46.04,50.00%,-
Confidence Petroleum,https://scanx.trade/company/confidence-petroleum-india-ltd,37.02,2.69%,36.05,"5,61,149","1,229.96",12.7,41.09,77.49,32.51,-4.17%,-20.71%,-48.25%,-53.52%,0.33%,0.88,0.28%,9.87%,10.24%,2.66,38.63,48.82,52.41,50.00%,-
Safe Enterprises Retail Fixtures,https://scanx.trade/company/safe-enterprises-retail-fixtures-ltd,263.85,-1.35%,268,"17,000","1,229.66",31.8,25.38,319,151,-0.88%,29.02%,66.41%,66.41%,66.41%,5.15,-,-,63.39%,-,246.14,-,49.32,-,-
Tarsons Products,https://scanx.trade/company/tarsons-products-ltd,230.78,-1.17%,233.89,"57,364","1,227.89",60.45,41.09,458,198,15.48%,-24.72%,-41.15%,-65.97%,-71.80%,1.99,-,20.55%,7.10%,8.01,249.52,327.05,44.38,50.00%,-
Bharat Wire Ropes,https://scanx.trade/company/bharat-wire-ropes-ltd,178.93,-1.70%,182,"3,93,097","1,227.19",12.93,25.38,248.7,122.23,1.54%,9.03%,-18.17%,81.38%,474.41%,4.47,-,11.11%,18.57%,14.07,185.07,186.25,49.33,50.00%,-
Salzer Electronics,https://scanx.trade/company/salzer-electronics-ltd,689.35,-1.05%,694.05,"40,506","1,218.96",21.7,2.59,"1,585.00",676.05,-2.94%,-14.02%,-54.22%,193.97%,462.28%,2.16,0.36%,9.59%,19.12%,28.44,748.37,870.16,40.79,50.00%,70.00%
Atul Auto,https://scanx.trade/company/atul-auto-ltd,437.55,-0.88%,438,"68,446","1,214.26",52.59,12.06,594.7,412.65,-2.21%,-13.82%,-23.32%,70.92%,141.81%,2.71,-,-,6.95%,-,461.11,467.65,44.25,50.00%,-
IG Petrochemicals,https://scanx.trade/company/ig-petrochemicals-ltd,392.65,-1.08%,396.95,"12,145","1,209.16",37.7,205.33,589.2,373,4.07%,-7.74%,-29.87%,-22.18%,-6.23%,0.94,2.51%,3.17%,11.14%,12.63,397.93,436.58,48.69,50.00%,-
IZMO,https://scanx.trade/company/izmo-ltd,810.2,-2.60%,831.8,"70,518","1,206.63",39.62,40.47,"1,374.70",229.7,-10.49%,-33.77%,43.02%,1005.32%,1518.78%,3.29,-,-,14.85%,-,867.02,575.98,43.64,-,-
Lloyds Engineering Works - PP,https://scanx.trade/company/lloyds-engineering-workspp-ltd,38.97,-1.94%,39.6,"3,11,718","1,202.29",-,38.24,60.5,30.65,14.85%,-6.70%,-1.24%,-1.24%,-1.24%,2.5,-,-,-,-,38.21,-,57.04,-,-
Steel Exchange India,https://scanx.trade/company/steel-exchange-india-ltd,9.61,0.52%,9.5,"21,50,069","1,198.58",36.77,25.38,11.55,7.06,8.83%,-5.78%,-8.91%,-27.47%,143.91%,2.15,-,-11.38%,12.40%,0.16,9.03,9.16,69.57,11.00%,-
Capital Small Finance Bank,https://scanx.trade/company/capital-small-finance-bank-ltd,264.55,0.59%,263.05,"29,996","1,198.05",8.83,9.52,330.65,250,-5.01%,-6.12%,-5.42%,-39.18%,-39.18%,0.86,1.52%,9.31%,6.66%,24.74,273.16,284.85,42.45,60.00%,-
Dynacons Systems & Solutions,https://scanx.trade/company/dynacons-systems-solutions-ltd,939.15,-1.78%,960,"27,497","1,195.10",15.41,40.47,"1,618.20",820.55,2.42%,0.90%,-31.12%,182.41%,1322.95%,4.47,-,31.93%,36.47%,45.18,929.87,"1,010.35",49.76,50.00%,-
Sportking,https://scanx.trade/company/sportking-india-ltd,89.77,-0.32%,91,"53,311","1,192.79",9.97,-48.05,140,69.91,-3.11%,-17.93%,-19.65%,34.65%,-12.93%,1.08,1.12%,7.80%,14.28%,66.1,95.23,103.17,44.03,60.00%,-
ECOS Mobility & Hospitality,https://scanx.trade/company/ecos-mobility-ltd,198.79,-0.73%,201.45,"2,76,045","1,192.74",20.51,41.09,358.4,165,-18.06%,-26.63%,-31.32%,-55.14%,-55.14%,5.13,1.20%,-,34.70%,-,223.62,249.55,29.52,60.00%,-
Paramount Communications,https://scanx.trade/company/paramount-communications-ltd,39.07,3.33%,38,"1,18,31,467","1,191.76",15.85,22.62,87.3,33.96,0.08%,-15.30%,-53.39%,35.66%,438.90%,1.54,-,16.19%,16.70%,3.17,39.82,49.06,56.85,50.00%,-
MVK Agro Food Product,https://scanx.trade/company/mvk-agro-food-product-ltd,768.9,1.59%,720.1,"41,400","1,191.03",409.14,-155.68,819,32.05,10.63%,64.24%,1770.80%,826.94%,826.94%,9.44,-,-,12.89%,-,668.8,317.94,59.3,-,-
Krishna Defence & Allied Industries,https://scanx.trade/company/krishna-defence-allied-industries-ltd,792.95,1.26%,777.2,"26,500","1,183.00",52.73,25.38,"1,027.50",503,1.91%,-4.88%,3.03%,458.42%,906.92%,7.76,0.06%,-,23.15%,-,774.22,793.33,57.15,-,-
Butterfly Gandhimathi Appliances,https://scanx.trade/company/butterfly-gandhimathi-appliances-ltd,661.25,-0.47%,658.15,"2,668","1,182.29",28.94,57.25,829.9,550.7,-5.68%,-8.37%,-17.69%,-57.43%,41.37%,3.39,-,2.53%,14.47%,-,703.08,696.88,42.46,50.00%,-
Arfin,https://scanx.trade/company/arfin-india-ltd,69.66,1.32%,69.5,"5,71,239","1,175.32",163.88,48.83,70.93,31.43,25.83%,48.02%,81.41%,81.41%,81.41%,7.24,-,-,18.45%,-,58.48,-,79.42,-,-
Excel Industries,https://scanx.trade/company/excel-industries-ltd,934.5,-0.38%,930,"3,982","1,174.73",16.02,22.69,"1,440.00",799.1,0.67%,-17.72%,-27.04%,-14.47%,12.12%,0.65,1.47%,6.44%,6.60%,33.53,"1,007.49","1,123.18",41.67,50.00%,-
R&B Denims,https://scanx.trade/company/rb-denims-ltd,130.48,8.86%,122.3,"2,15,248","1,173.97",32.43,17.79,155.02,97.55,1.71%,13.42%,26.25%,26.25%,26.25%,5.5,-,-,20.39%,-,125.17,-,61.06,-,-
Yuken,https://scanx.trade/company/yuken-india-ltd,858.8,1.65%,840,"9,448","1,166.59",53.64,38.24,"1,204.40",712.7,-1.69%,-12.12%,-16.45%,85.89%,40.35%,3.14,0.17%,6.72%,12.70%,17.5,893.52,952.67,46.87,50.00%,-
Signpost India,https://scanx.trade/company/signpost-india-ltd,218.17,-1.73%,220.97,"11,921","1,166.12",31.73,41.09,403.3,180.37,0.07%,-22.99%,-41.48%,-33.19%,-33.19%,4.77,0.22%,-,17.85%,-,228.13,234.72,45.21,36.00%,-
IRM Energy,https://scanx.trade/company/irm-energy-ltd,282.65,0.16%,282.25,"1,62,036","1,160.55",28.2,41.09,393,237,-3.40%,-22.47%,-19.64%,-40.26%,-40.26%,1.19,0.53%,9.82%,9.01%,19.9,301.68,295.91,41.2,50.00%,-
Bombay Super Hybrid Seeds,https://scanx.trade/company/bombay-super-hybrid-seeds-ltd,110.58,-2.66%,115.9,"2,19,767","1,160.40",43.03,41.09,179.99,94.15,-1.59%,-17.47%,-26.01%,-45.03%,1135.53%,9.98,-,29.79%,32.35%,2.16,112.28,128.57,56.95,50.00%,-
Stanley Lifestyles,https://scanx.trade/company/stanley-lifestyles-ltd,202.36,-3.90%,210,"2,10,157","1,155.99",36.07,41.09,436.65,208.9,-9.76%,-33.71%,-52.27%,-57.38%,-57.38%,2.59,-,15.63%,8.45%,5.28,244.89,303.53,22.93,60.00%,-
